timestamp,title,Years of Experiences ,salary,salaryDate,companyCountry,worktype,workhour,city,currency
2025-07-17 12:57:15,Senior Database administrator,13,60,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 12:59:32,React Developer,2,18000,2025-02-01,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 01:00:27,Security Engineer,3,55000,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:00:33,Full stack web developer,2,55000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:06:14,.net developer,2,14000,2023-12-01,Egyption and site in egypt,On Site,Full Time,Mansoura,EGP
2025-07-17 01:07:01,Software engineer,4,50000,2024-10-15,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:10:16,Frontend Developer (React/next),2,12000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 01:11:15,Customer service specialist,5,20000,2025-02-01,Not Egyption but site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-17 01:12:01,FP&A associate manager,5,48000,,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:12:35,.NET Developer,5,50000,2025-06-30,Not Egyption but site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-17 01:15:13,Sr.Dynamics consultant,4,27000,2025-01-30,Not Egyption but site in egypt,Hybrid,Full Time,Riyadh,EGP
2025-07-17 01:16:42,Front end developer,3,25000,2025-07-15,Not Egyption and site out of egypt,Remote,Full Time,Riyadh,EGP
2025-07-17 01:19:40,DevOps/SRE,4,40000,2025-07-17,Not Egyption but site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 01:20:51,Full stack php developer,2,35000,2025-05-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:21:01,AI Engineer,2,38000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 01:25:17,QC and Automation engineer 2,3,57000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 01:28:51,Softwares tester,3,9000,2025-06-30,Not Egyption but site in egypt,On Site,Full Time,Mansoura,EGP
2025-07-17 01:35:42,Devops Engineer,5,31000,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Alexandria,EGP
2025-07-17 01:39:45,iOS Developer,6,1200,2024-10-10,Not Egyption and site out of egypt,Remote,Full Time,Dubai,USD
2025-07-17 01:40:01,Backend ( PHP ),4,1200,2025-01-01,Not Egyption and site out of egypt,Remote,Full Time,Dubai,USD
2025-07-17 01:44:22,.net,1,10,2025-07-17,Egyption and site in egypt,Remote,Full Time,Tanta,EGP
2025-07-17 01:45:19,Medical Liaison,2,24700,2023-07-30,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:46:20,University lecturer,10,18000,2015-02-28,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-17 01:47:30,Frontend Developer,2,30000,2025-01-01,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 02:01:22,People Advisor/Hr Generalist/Hr Specialist,2,9000,2024-11-15,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 02:10:16,Odoo Implementer,4,1300,2025-01-01,Not Egyption and site out of egypt,Remote,Full Time,Riyadh,USD
2025-07-17 02:14:04,Nodejs developer,1,20000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 02:19:07,Full stack dot net developer,1,13000,2025-07-17,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 02:22:40,Computer vision engineer,1,30000,2025-07-25,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 02:26:08,Soc analyst tier1,1,20500,2025-07-17,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 02:28:16,Senior PHP Deveoper,12,1900,2024-09-01,Not Egyption and site out of egypt,Remote,Full Time,Riyadh,USD
2025-07-17 02:29:49,Integration Developer,3,35000,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 02:36:26,Full stack developer,1,14000,2025-07-25,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 02:53:28,Frontend team lead,2,70000,2025-01-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 02:56:56,Electrical engineer,5,10500,2025-01-01,Egyption and site in egypt,On Site,Full Time,Suez,EGP
2025-07-17 03:02:47,DevOps Engineer,2,30000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 03:28:31,Cloud Engineer,3,42000,2025-06-17,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 03:34:53,Network Engineer,1,25000,2025-07-01,Not Egyption and site out of egypt,Remote,Full Time,Poland,EGP
2025-07-17 03:58:23,Senior ERP developer,5,62000,2025-07-17,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 04:28:51,Php Developer,2,800,2025-07-17,Egyption and site in egypt,Remote,Full Time,Riyadh,USD
2025-07-17 04:29:05,IT Infrastructure Engineer,1,16000,2025-03-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 04:29:47,Php Developer,2,800,2025-07-17,Egyption and site in egypt,Remote,Full Time,Riyadh,USD
2025-07-17 04:32:58,Data analyst,4,27500,2025-06-30,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 04:34:30,BI Engineer,5,38000,2025-06-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 05:02:07,Cybersecurity Presales Engineer,1,20000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 05:10:09,SWE Intern,0,10000,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 05:16:22,C++ Engineer,3,1,2025-07-17,Egyption and site in egypt,Remote,Full Time,Georgia,USD
2025-07-17 05:18:54,Node js Developer,3,1200,2024-07-01,Not Egyption but site in egypt,Remote,Full Time,Cairo,USD
2025-07-17 05:22:47,Software QC engineer,3,30000,2025-02-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 05:23:07,Data analyst,2,9000,2025-07-31,Egyption and site in egypt,Hybrid,Part Time,Cairo,EGP
2025-07-17 05:36:31,Mentor,0,13000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 05:36:35,Teaching Assistant,3,16000,2025-07-23,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 05:38:18,Software Developer,2,32,2025-07-26,Not Egyption but site in egypt,Hybrid,Full Time,Riyadh,EGP
2025-07-17 06:13:44,presales automation engineer,2,15000,2025-05-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 06:17:38,Front End Developer,3,18200,2025-07-30,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 06:18:21,Frontend,3,7500,2025-08-05,Else,Remote,Part Time,Cairo,EGP
2025-07-17 06:22:35,Front end react,2,30000,2025-07-17,Not Egyption but site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 06:28:17,Devops engineer,6,26000,2025-03-01,Not Egyption and site out of egypt,Hybrid,Full Time,Abu Dhabi,AED
2025-07-17 06:30:37,Test,0,0,2025-02-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 06:43:08,.Net Developer,3,12000,2025-03-01,Egyption and site in egypt,On Site,Full Time,Mansoura,EGP
2025-07-17 07:01:28,Backend node.js developer,1,20,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 07:08:43,Full stack Developer,3,20000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 07:13:48,CRM developer,1,15000,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 07:20:55,MEAN stack developer,3,50000,2025-01-31,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 07:23:47,Software Engineer Intern,0,5000,2025-07-17,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 07:32:52,Data Scientist,3,48000,2025-07-27,Not Egyption but site in egypt,On Site,Full Time,Marsa Alam,EGP
2025-07-17 07:34:17,Dotnet full stack developer,2,15000,2025-07-07,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 07:42:39,robotics engin,3,22900,2025-01-08,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 07:42:51,senior software engineer,11,1750,2025-07-17,Not Egyption but site in egypt,Remote,Full Time,USA,USD
2025-07-17 07:42:55,Java Developer,3,50000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 08:13:22,Senior Flutter Developer,6,35000,2025-07-17,Not Egyption but site in egypt,On Site,Full Time,Shiekh zayed,EGP
2025-07-17 08:21:33,NLP R&D Engineer,2,35000,2002-02-26,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-17 08:21:45,Technical support specialist,5,7500,2025-07-17,Egyption and site in egypt,On Site,Full Time,Else,EGP
2025-07-17 08:22:47,Senior Data Engineed,4,70000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 08:25:04,Full Stack Developer,4,55000,2025-07-01,Not Egyption and site out of egypt,Remote,Full Time,New York,EGP
2025-07-17 08:41:07,Data analyst,2,7,2025-06-30,Egyption and site in egypt,On Site,Full Time,Mansoura,EGP
2025-07-17 08:42:26,Sales analyst,0,15000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-17 08:52:23,Social media marketing executive,4,14000,2025-07-05,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 08:53:32,Solutions Engineer,3,15000,2025-07-17,Not Egyption and site out of egypt,Remote,Full Time,Dubai,EGP
2025-07-17 08:53:48,Data Scientist,3,37000,2025-07-25,Egyption and site in egypt,On Site,Full Time,6th of October,EGP
2025-07-17 08:53:52,Manual software tester,1,10,2024-11-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 08:56:42,Senior Android Engineer,8,3000,2025-05-17,Not Egyption and site out of egypt,Remote,Full Time,Riyadh,USD
2025-07-17 08:56:53,Senior data analyst,8,35,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 09:00:12,SAP MM Consultant,2,30,2025-03-29,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 09:03:25,IT Specialist,1,9000,2025-06-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 09:04:22,Software Quality Control Tester,4,690,2025-07-31,Not Egyption but site in egypt,Hybrid,Full Time,Multi Site,USD
2025-07-17 09:09:27,Wordpress deveolper,1,9000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 09:14:51,Control Engineer,1,14000,2025-06-20,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 09:26:02,Android Developer,1,10000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 09:28:33,React js Front End Developer,2,15000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 09:30:19,Ml Engineer,1,25000,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-17 09:32:31,SOC Analyst,1,10,2025-07-17,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 09:34:32,Eu consequatur sunt,28,,2006-10-20,Egyption and site in egypt,On Site,Full Time,Else,EGP
2025-07-17 09:40:18,Group OD & Talent Specialist,2,12200,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 09:42:43,Network / Network Security Engineer,0,12000,2024-12-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 09:45:42,Full Stack .NET & Angular,1,16000,2025-07-15,Not Egyption and site out of egypt,Remote,Full Time,USA,EGP
2025-07-17 09:47:24,Data Engineer,2,32000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 09:51:16,Data scientist,4,50000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 09:53:24,Fullstack Dev,7,125000,2025-05-01,Not Egyption and site out of egypt,Remote,Full Time,Canada,EGP
2025-07-17 10:01:19,Embedded linux engineer,2,60000,2025-07-17,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:03:37,Flutter Developer,2,140,2002-04-01,Not Egyption but site in egypt,Remote,Part Time,Cairo,EGP
2025-07-17 10:05:30,IOS Deveoper,8,75000,2025-01-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:08:44,Fulkstack .Net developer,10,75000,2025-01-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 10:12:40,Data Engineer,1,22000,2025-03-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:14:01,Senior Backend developer,5,80000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:16:31,Backend Software Engineer,4,40000,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:17:11,Senior Android Developer,4,70000,2025-04-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:18:58,Senior QA,9,1100,2025-07-01,Not Egyption but site in egypt,On Site,Full Time,Dubai,EGP
2025-07-17 10:19:55,Senior backend engineer,9,3500,2025-07-01,Not Egyption and site out of egypt,Remote,Full Time,Dubai,USD
2025-07-17 10:20:33,Core banking specialist agriculture,3,10500,2025-07-17,Else,On Site,Full Time,Cairo,EGP
2025-07-17 10:21:22,CRM D365 developer,0,12000,2025-07-17,Egyption and site in egypt,Remote,Full Time,Giza,EGP
2025-07-17 10:21:28,Backend Software Engineer,3,80000,2025-02-28,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:22:12,.Net Developer,2,12000,2024-09-01,Not Egyption but site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 10:23:56,Senior Full stack,8,90,2025-03-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 10:24:43,Data Analyst,1,6500,2025-06-25,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:27:27,Technical Talent acquisition specialist,2,13,2025-06-29,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 10:30:54,.Net Developer,3,22500,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:31:47,Business analyst,2,25000,2025-07-17,Egyption and site in egypt,Remote,Full Time,Riyadh,EGP
2025-07-17 10:37:10,Senior Software Quality Control Engineer,4,55000,2025-09-01,Not Egyption but site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-17 10:38:37,Java developer,3,41000,2025-07-28,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:38:56,Senior Mobile developer,8,75000,1992-05-24,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:41:10,Odoo Developer,0,7000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:41:36,Full stack web developer,3,37,2025-07-25,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 10:41:51,Software tester,0,19000,2025-06-25,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 10:41:58,Senior C++ engineer,10,180,2025-08-01,Not Egyption but site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 10:50:07,Software engineer,2,20000,2025-06-15,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-17 10:51:19,.net developer,2,20000,2025-06-15,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-17 10:55:33,Python developer,5,55000,2025-04-01,Egyption and site in egypt,Hybrid,Full Time,Alexandria,EGP
2025-07-17 10:56:02,AI Engineer,1,25000,2025-06-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 10:56:11,Front end web developer,2,30000,2025-07-25,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 10:59:19,Senior Data Management Engineer,5,13100,2025-01-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 11:00:16,Infrastructure Engineer,3,35000,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 11:02:16,CRM Consultant,2,15500,2025-07-17,Not Egyption and site out of egypt,On Site,Full Time,Riyadh,EGP
2025-07-17 11:03:47,Data Engineer,1,30000,2025-08-01,Not Egyption but site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 11:04:27,Data Analyst,2,13,2025-07-15,Egyption and site in egypt,On Site,Full Time,Multi Site,EGP
2025-07-17 11:05:09,IoT/embedded,1,22000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 11:07:35,React native,5,150,2025-07-17,Not Egyption and site out of egypt,Remote,Full Time,Cairo,EGP
2025-07-17 11:09:28,Senior full stack developer dot net,8,70000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 11:09:41,Senior qc,4,53000,2025-04-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 11:15:37,full stack .net,5,46000,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 11:16:37,Full Stack Laravel Developer,3,25000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 11:18:42,Senior Android developer,10,2250,2023-07-17,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,USD
2025-07-17 11:20:32,Flutter Developer,4,750,2025-01-01,Not Egyption and site out of egypt,Remote,Full Time,Amman,USD
2025-07-17 11:24:22,Software quality control,3,1200,2025-01-01,Not Egyption but site in egypt,Remote,Full Time,Multi Site,USD
2025-07-17 11:26:03,Back end php developer,2,600,2025-07-01,Egyption and site in egypt,Remote,Full Time,Giza,USD
2025-07-17 11:26:24,Java developer,1,25,2025-06-01,Egyption and site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-17 11:29:12,R&D Chemist,1,8000,2025-01-01,Not Egyption but site in egypt,On Site,Full Time,Obour City ,EGP
2025-07-17 11:31:38,DevOps Engineer,2,16000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 11:32:37,Senior Analyst,5,30000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 11:34:54,senior Automation Tester,9,2000,2025-07-01,Egyptian and site out of Egypt,Remote,Full Time,Cairo,USD
2025-07-17 11:36:44,DevOps Engineer,2,500,2025-07-17,Not Egyption but site in egypt,On Site,Full Time,Cairo,USD
2025-07-17 11:42:40,it specialist,2,10000,2025-05-26,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 11:44:25,Test Automation Engineer,3,75000,2025-03-02,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 11:44:54,Teaching Assistant,2,16000,2025-07-17,Egyption and site in egypt,On Site,Full Time,New Administrative capital ,EGP
2025-07-17 11:50:40,Nodejs Backend Developer,2,20000,2025-07-17,Not Egyption but site in egypt,Remote,Full Time,6th of October,EGP
2025-07-17 11:57:02,System administrator,2,7500,2025-06-08,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 12:02:07,Laravel,4,30000,2025-01-01,Not Egyption but site in egypt,On Site,Full Time,Riyadh,EGP
2025-07-17 12:02:10,Senior data engineer,4,80,2025-06-01,Not Egyption but site in egypt,Hybrid,Full Time,France,EGP
2025-07-17 12:03:01,Senior data engineer,4,70000,2025-03-01,Not Egyption but site in egypt,Hybrid,Full Time,France,EGP
2025-07-17 12:05:23,DevOps engineer,3,31000,2025-07-27,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 12:14:21,.net developer,2,40000,2025-03-01,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 12:15:43,Software engineering intern,1,10000,2025-07-31,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 12:16:41,Product Manager,1,15000,2025-07-11,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 12:18:51,PHP Laravel developer,3,17000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 12:24:03,Full stack .Net developer,1,12000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-17 12:24:58,Frontend Engineer,2,12500,2025-07-17,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 12:26:42,SAP Functional specialist,2,13000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 12:26:46,.net developer,1,12000,2025-07-15,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-17 12:28:45,Embedded software team leader,13,48000,2025-07-05,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 12:31:43,Technical Team Lead,8,90000,2025-07-27,Not Egyption but site in egypt,Hybrid,Full Time,Alexandria,EGP
2025-07-17 12:33:39,Software QC Engineer,2,13000,2025-02-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 12:36:36,Php laravel developer,3,25000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Zagazig,EGP
2025-07-17 12:37:40,Network specialist,3,25000,2025-01-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 12:48:20,Front-end developer,4,35000,2024-09-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 12:48:23,Frontend Engineer,2,40000,2025-01-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 12:49:50,Data Analytics Engineer,3,55000,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 12:50:54,Frontend Developer (Angular/React/VUE),3,130000,1998-08-01,Not Egyption and site out of egypt,Remote,Full Time,Vancouver,EGP
2025-07-17 12:53:40,Senior Flutter Developer,6,75,2025-01-31,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 12:55:09,Senior full stack .net developer,4,70,2025-07-17,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 12:55:28,Junior Backend Developer,1,,2025-07-31,Egyption and site in egypt,Remote,Full Time,Else,EGP
2025-07-17 12:56:47,Backend web deceloper,1,31000,2025-01-01,Not Egyption but site in egypt,Hybrid,Full Time,Multi Site,EGP
2025-07-17 12:59:17,sales analyst,2,25,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Dubai,EGP
2025-07-17 01:03:13,Product Security Engineer,2,70000,2025-06-29,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:05:08,Data center engineer,1,15,2025-07-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:06:40,Senior application support,3,22500,2025-04-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:10:13,Senior java developer,4,40000,1996-07-18,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:11:19,Machine Learning Engineer,3,38000,2025-07-28,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:12:50,Android Developer,0,8000,2025-05-01,Egyption and site in egypt,Remote,Part Time,Mansoura,EGP
2025-07-17 01:13:14,Java developer,1,22000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:23:56,Flutter Developer,1,6000,2025-04-09,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:25:54,Flutter Developer,2,700,2025-03-01,Not Egyption and site out of egypt,Remote,Full Time,Dubai,USD
2025-07-17 01:29:57,IT Service Desk,6,10000,2024-10-15,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 01:30:02,PHP Deveoper,3,18000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Mansoura,EGP
2025-07-17 01:30:14,Software Tester,3,40000,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:33:57,Senior Java Spring Boot Developer,3,35000,2025-07-20,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:38:28,Hr Specialist,2,4000,2025-07-01,Egyption and site in egypt,Remote,Part Time,Cairo,EGP
2025-07-17 01:42:04,Senior java experience,9,90000,2025-07-17,Not Egyption and site out of egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:46:19,Senior Internal Auditor and Process Improvement  (Tech Industry),2,130000,2025-07-17,Egyptian and site out of Egypt,Remote,Full Time,Multi Site,EGP
2025-07-17 01:47:50,Android Developer,2,40,2025-07-01,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 01:48:16,Devops Engineer,1,12500,2025-06-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 01:49:51,RPA developer,2,32000,2025-06-24,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 01:55:17,font end developer,2,23500,2025-05-04,Not Egyption but site in egypt,On Site,Full Time,Giza,EGP
2025-07-17 01:55:41,Software engineer,1,18000,2025-03-01,Not Egyption and site out of egypt,Remote,Full Time,Dubai,EGP
2025-07-17 02:05:43,Flutter developer,4,28000,2025-06-25,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 02:03:02,iOS developer,3,30000,2024-05-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 02:08:34,.Net developer,1,14000,2025-01-01,Egyption and site in egypt,Remote,Full Time,Nasr City,EGP
2025-07-17 02:10:30,Devops Enginner,2,7000,2025-07-18,Egyption and site in egypt,On Site,Full Time,Jeddah,SAR
2025-07-17 02:15:31,Senior software,7,1300,2025-02-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,USD
2025-07-17 02:17:19,IP Datacom customer support,2,28000,2025-07-25,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-17 02:18:28,Network Automation Engineer,2,3600,2025-06-25,Not Egyption and site out of egypt,Remote,Full Time,Warsaw,USD
2025-07-17 02:22:44,Network Engineer,2,15000,2025-06-25,Egyption and site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-17 02:22:37,Web Developer,0,8500,2025-01-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-17 02:36:40,System Administrator,4,33000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 02:42:34,Senior Data Analyst,5,30000,2025-06-30,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 02:44:53,Android Developer,6,1602,2025-07-17,Not Egyption but site in egypt,Remote,Full Time,Riyadh,USD
2025-07-17 02:46:37,Flutter Developer,3,35000,1997-02-12,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-17 02:51:43,Data Engineering,0,15000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 03:03:02,SQL DBA | OCI admin,2,17000,2025-07-17,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-17 03:10:55,Software Engineer,3,28000,2025-07-17,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
